item name,exercise id,link
vufsw-simplelinearregression-0274-nl,118712,https://app.grasple.com/#/challenge/118712
vufsw-rsquared-0221-nl,118713,https://app.grasple.com/#/challenge/118713
vufsw-standardizedcoefficient-0329-nl,118714,https://app.grasple.com/#/challenge/118714
vufsw-mediation-2005-nl,118715,https://app.grasple.com/#/challenge/118715
vufsw-mediation-2015-nl,118716,https://app.grasple.com/#/challenge/118716
vufsw-confidenceintervals-0038-nl,118717,https://app.grasple.com/#/challenge/118717
vufsw-mediation-0297-nl,118718,https://app.grasple.com/#/challenge/118718
vufsw-width-1233-en,118719,https://app.grasple.com/#/challenge/118719
vufsw-mixed_design_anova-1058-nl,118720,https://app.grasple.com/#/challenge/118720
vufsw-rsquared-1139-en,118721,https://app.grasple.com/#/challenge/118721
vufsw-ancova-2077-nl,118722,https://app.grasple.com/#/challenge/118722
vufsw-ratio_of_variance-1330-nl,118723,https://app.grasple.com/#/challenge/118723
vufsw-slope-2097-nl,118724,https://app.grasple.com/#/challenge/118724
vufsw-typeierror-0195-nl,118725,https://app.grasple.com/#/challenge/118725
vufsw-multiplelinearregression-1003-en,118726,https://app.grasple.com/#/challenge/118726
vufsw-chisquared-1203-en,118727,https://app.grasple.com/#/challenge/118727
vufsw-twoway_anova-1374-en,118728,https://app.grasple.com/#/challenge/118728
vufsw-equation-1022-en,118729,https://app.grasple.com/#/challenge/118729
vufsw-t-test-1326-nl,118730,https://app.grasple.com/#/challenge/118730
vufsw-manova-1047-en,118731,https://app.grasple.com/#/challenge/118731
vufsw-mixeddesignanova-0322-nl,118732,https://app.grasple.com/#/challenge/118732
vufsw-alternative_hypothesis-1278-en,118733,https://app.grasple.com/#/challenge/118733
vufsw-mixeddesignanova-0250-en,118734,https://app.grasple.com/#/challenge/118734
vufsw-onewayanova-0255-en,118735,https://app.grasple.com/#/challenge/118735
vufsw-mediation-0302-nl,118736,https://app.grasple.com/#/challenge/118736
vufsw-moderation-2099-nl,118737,https://app.grasple.com/#/challenge/118737
vufsw-confidenceintervals-0104-nl,118738,https://app.grasple.com/#/challenge/118738
vufsw-manova-0287-nl,118739,https://app.grasple.com/#/challenge/118739
vufsw-testing-1125-en,118740,https://app.grasple.com/#/challenge/118740
vufsw-chisquared-0112-nl,118741,https://app.grasple.com/#/challenge/118741
vufsw-mixed_design_anova-1064-en,118742,https://app.grasple.com/#/challenge/118742
vufsw-mixed_design_anova-1074-en,118743,https://app.grasple.com/#/challenge/118743
vufsw-multiple_linear_regression-2093-nl,118744,https://app.grasple.com/#/challenge/118744
vufsw-moderation-2052-nl,118745,https://app.grasple.com/#/challenge/118745
vufsw-onewayanova-0345-nl,118746,https://app.grasple.com/#/challenge/118746
vufsw-moderation-2042-nl,118747,https://app.grasple.com/#/challenge/118747
vufsw-mediation-2023-nl,118748,https://app.grasple.com/#/challenge/118748
vufsw-confidence_intervals-1339-en,118749,https://app.grasple.com/#/challenge/118749
vufsw-slope-2102-nl,118750,https://app.grasple.com/#/challenge/118750
vufsw-slope-1272-en,118751,https://app.grasple.com/#/challenge/118751
vufsw-moderation-0311-nl,118752,https://app.grasple.com/#/challenge/118752
vufsw-residuals-0171-nl,118753,https://app.grasple.com/#/challenge/118753
vufsw-confidenceintervals-0043-nl,118754,https://app.grasple.com/#/challenge/118754
vufsw-onewayanova-0270-nl,118755,https://app.grasple.com/#/challenge/118755
vufsw-confidence_level-1120-en,118756,https://app.grasple.com/#/challenge/118756
vufsw-moderation-2105-nl,118757,https://app.grasple.com/#/challenge/118757
vufsw-anovaftest-0336-nl,118758,https://app.grasple.com/#/challenge/118758
vufsw-significancelevel-0156-nl,118759,https://app.grasple.com/#/challenge/118759
vufsw-criticalvalue-0137-nl,118760,https://app.grasple.com/#/challenge/118760
vufsw-manova-1070-nl,118761,https://app.grasple.com/#/challenge/118761
vufsw-independent_samples_means-1379-nl,118762,https://app.grasple.com/#/challenge/118762
vufsw-moderation-2082-nl,118763,https://app.grasple.com/#/challenge/118763
vufsw-pvalue-0138-nl,118764,https://app.grasple.com/#/challenge/118764
vufsw-mixed_design_anova-1065-nl,118765,https://app.grasple.com/#/challenge/118765
vufsw-regression-0031-nl,118766,https://app.grasple.com/#/challenge/118766
vufsw-prediction-2055-nl,118767,https://app.grasple.com/#/challenge/118767
vufsw-mediation-2028-nl,118768,https://app.grasple.com/#/challenge/118768
vufsw-multiple_linear_regression-2098-nl,118769,https://app.grasple.com/#/challenge/118769
vufsw-multiple_linear_regression-2088-nl,118770,https://app.grasple.com/#/challenge/118770
vufsw-twoway_anova-1331-nl,118771,https://app.grasple.com/#/challenge/118771
vufsw-multiple_linear_regression-1264-en,118772,https://app.grasple.com/#/challenge/118772
vufsw-correlation-1352-en,118773,https://app.grasple.com/#/challenge/118773
vufsw-mediation-1315-en,118774,https://app.grasple.com/#/challenge/118774
vufsw-intercept-0095-nl,118775,https://app.grasple.com/#/challenge/118775
vufsw-analysis-1213-en,118776,https://app.grasple.com/#/challenge/118776
vufsw-mediation-3034-en,118777,https://app.grasple.com/#/challenge/118777
vufsw-mediation-1367-en,118778,https://app.grasple.com/#/challenge/118778
vufsw-mediation-2017-nl,118779,https://app.grasple.com/#/challenge/118779
vufsw-mediation-2007-nl,118780,https://app.grasple.com/#/challenge/118780
vufsw-ancova-2075-nl,118781,https://app.grasple.com/#/challenge/118781
vufsw-onewayanova-1289-nl,118782,https://app.grasple.com/#/challenge/118782
vufsw-standardizedcoefficient-0010-nl,118783,https://app.grasple.com/#/challenge/118783
vufsw-ancova-0254-en,118784,https://app.grasple.com/#/challenge/118784
vufsw-mediation-0295-nl,118785,https://app.grasple.com/#/challenge/118785
vufsw-confidenceintervals-0142-nl,118786,https://app.grasple.com/#/challenge/118786
vufsw-hypothesis-1185-en,118787,https://app.grasple.com/#/challenge/118787
vufsw-confidence_intervals-1253-en,118788,https://app.grasple.com/#/challenge/118788
vufsw-slope-1302-nl,118789,https://app.grasple.com/#/challenge/118789
vufsw-mediation-2031-nl,118790,https://app.grasple.com/#/challenge/118790
vufsw-mediation-2021-nl,118791,https://app.grasple.com/#/challenge/118791
vufsw-critical_value-1175-en,118792,https://app.grasple.com/#/challenge/118792
vufsw-moderation-2040-nl,118793,https://app.grasple.com/#/challenge/118793
vufsw-moderation-2050-nl,118794,https://app.grasple.com/#/challenge/118794
vufsw-twoway_anova-1328-nl,118795,https://app.grasple.com/#/challenge/118795
vufsw-mediation-0300-nl,118796,https://app.grasple.com/#/challenge/118796
vufsw-prediction-2087-nl,118797,https://app.grasple.com/#/challenge/118797
vufsw-onewayanova-0257-en,118798,https://app.grasple.com/#/challenge/118798
vufsw-mediation-0268-nl,118799,https://app.grasple.com/#/challenge/118799
vufsw-moderation-1348-nl,118800,https://app.grasple.com/#/challenge/118800
vufsw-moderation-1358-nl,118801,https://app.grasple.com/#/challenge/118801
vufsw-equation-0157-en,118802,https://app.grasple.com/#/challenge/118802
vufsw-manova-1073-en,118803,https://app.grasple.com/#/challenge/118803
vufsw-mixeddesignanova-0320-nl,118804,https://app.grasple.com/#/challenge/118804
vufsw-testing-0200-nl,118805,https://app.grasple.com/#/challenge/118805
vufsw-intercept-1355-nl,118806,https://app.grasple.com/#/challenge/118806
vufsw-independentsamplesmeans-1174-en,118807,https://app.grasple.com/#/challenge/118807
vufsw-oneway_anova-1321-nl,118808,https://app.grasple.com/#/challenge/118808
vufsw-moderation-1305-nl,118809,https://app.grasple.com/#/challenge/118809
vufsw-moderation-0244-nl,118810,https://app.grasple.com/#/challenge/118810
vufsw-pvalue-1184-en,118811,https://app.grasple.com/#/challenge/118811
vufsw-mediation-1364-nl,118812,https://app.grasple.com/#/challenge/118812
vufsw-testing-1102-nl,118813,https://app.grasple.com/#/challenge/118813
vufsw-confidenceintervals-1178-en,118814,https://app.grasple.com/#/challenge/118814
vufsw-nullhypothesis-0227-nl,118815,https://app.grasple.com/#/challenge/118815
vufsw-residuals-0101-nl,118816,https://app.grasple.com/#/challenge/118816
vufsw-mixed_design_anova-1059-en,118817,https://app.grasple.com/#/challenge/118817
vufsw-prediction-2063-nl,118818,https://app.grasple.com/#/challenge/118818
vufsw-equation-1090-en,118819,https://app.grasple.com/#/challenge/118819
vufsw-mixeddesignanova-0267-nl,118820,https://app.grasple.com/#/challenge/118820
vufsw-manova-1046-nl,118821,https://app.grasple.com/#/challenge/118821
vufsw-mediation-0247-nl,118822,https://app.grasple.com/#/challenge/118822
vufsw-twoway_anova-1375-nl,118823,https://app.grasple.com/#/challenge/118823
vufsw-moderation-0028-nl,118824,https://app.grasple.com/#/challenge/118824
vufsw-dummies-2066-nl,118825,https://app.grasple.com/#/challenge/118825
vufsw-confidence_intervals-1168-en,118826,https://app.grasple.com/#/challenge/118826
vufsw-criticalvalue-0079-nl,118827,https://app.grasple.com/#/challenge/118827
vufsw-equation-1023-nl,118828,https://app.grasple.com/#/challenge/118828
vufsw-slope-2101-nl,118829,https://app.grasple.com/#/challenge/118829
vufsw-mediation-2020-nl,118830,https://app.grasple.com/#/challenge/118830
vufsw-mediation-2030-nl,118831,https://app.grasple.com/#/challenge/118831
vufsw-mediation-0015-nl,118832,https://app.grasple.com/#/challenge/118832
vufsw-explainedvariance-0170-nl,118833,https://app.grasple.com/#/challenge/118833
vufsw-moderation-0312-nl,118834,https://app.grasple.com/#/challenge/118834
vufsw-twoway_anova-1329-nl,118835,https://app.grasple.com/#/challenge/118835
vufsw-moderation-2051-nl,118836,https://app.grasple.com/#/challenge/118836
vufsw-moderation-2041-nl,118837,https://app.grasple.com/#/challenge/118837
vufsw-pvalue-0199-nl,118838,https://app.grasple.com/#/challenge/118838
vufsw-rsquared-0047-nl,118839,https://app.grasple.com/#/challenge/118839
vufsw-residuals-1308-nl,118840,https://app.grasple.com/#/challenge/118840
vufsw-ancova-0273-en,118841,https://app.grasple.com/#/challenge/118841
vufsw-r_squared-1238-en,118842,https://app.grasple.com/#/challenge/118842
vufsw-moderation-1359-nl,118843,https://app.grasple.com/#/challenge/118843
vufsw-confidenceinterval-1240-en,118844,https://app.grasple.com/#/challenge/118844
vufsw-equation-1007-en,118845,https://app.grasple.com/#/challenge/118845
vufsw-onewayanova-0256-en,118846,https://app.grasple.com/#/challenge/118846
vufsw-prediction-2096-nl,118847,https://app.grasple.com/#/challenge/118847
vufsw-slope-0220-nl,118848,https://app.grasple.com/#/challenge/118848
vufsw-moderation-0016-nl,118849,https://app.grasple.com/#/challenge/118849
vufsw-mediation-0301-nl,118850,https://app.grasple.com/#/challenge/118850
vufsw-simple_linear_regression-1209-en,118851,https://app.grasple.com/#/challenge/118851
vufsw-mixed_design_anova-1058-en,118852,https://app.grasple.com/#/challenge/118852
vufsw-confidenceintervals-0038-en,118853,https://app.grasple.com/#/challenge/118853
vufsw-regression-0006-nl,118854,https://app.grasple.com/#/challenge/118854
vufsw-oneway_anova-1320-nl,118855,https://app.grasple.com/#/challenge/118855
vufsw-slope-2046-nl,118856,https://app.grasple.com/#/challenge/118856
vufsw-mediation-1365-nl,118857,https://app.grasple.com/#/challenge/118857
vufsw-manova-1047-nl,118858,https://app.grasple.com/#/challenge/118858
vufsw-equation-1236-en,118859,https://app.grasple.com/#/challenge/118859
vufsw-equation-1022-nl,118860,https://app.grasple.com/#/challenge/118860
vufsw-coefficient_t-test-1301-en,118861,https://app.grasple.com/#/challenge/118861
vufsw-tstatistic-0084-nl,118862,https://app.grasple.com/#/challenge/118862
vufsw-pvalue-0033-nl,118863,https://app.grasple.com/#/challenge/118863
vufsw-confidenceintervals-0104-en,118864,https://app.grasple.com/#/challenge/118864
vufsw-moderation-2083-nl,118865,https://app.grasple.com/#/challenge/118865
vufsw-null_hypothesis-1146-en,118866,https://app.grasple.com/#/challenge/118866
vufsw-type_I_error-1245-en,118867,https://app.grasple.com/#/challenge/118867
vufsw-onewayanova-0255-nl,118868,https://app.grasple.com/#/challenge/118868
vufsw-confidence_intervals-1239-en,118869,https://app.grasple.com/#/challenge/118869
vufsw-tstatistic-0111-nl,118870,https://app.grasple.com/#/challenge/118870
vufsw-moderation-0311-en,118871,https://app.grasple.com/#/challenge/118871
vufsw-mediation-2029-nl,118872,https://app.grasple.com/#/challenge/118872
vufsw-twoway_anova-0271-nl,118873,https://app.grasple.com/#/challenge/118873
vufsw-confidence_intervals-1339-nl,118874,https://app.grasple.com/#/challenge/118874
vufsw-onewayanova-0345-en,118875,https://app.grasple.com/#/challenge/118875
vufsw-moderation-0115-nl,118876,https://app.grasple.com/#/challenge/118876
vufsw-moderation-2048-nl,118877,https://app.grasple.com/#/challenge/118877
vufsw-expectedvalue-0123-en,118878,https://app.grasple.com/#/challenge/118878
vufsw-mixed_design_anova-1064-nl,118879,https://app.grasple.com/#/challenge/118879
vufsw-mixed_design_anova-1074-nl,118880,https://app.grasple.com/#/challenge/118880
vufsw-mediation-1314-en,118881,https://app.grasple.com/#/challenge/118881
vufsw-residuals-1089-en,118882,https://app.grasple.com/#/challenge/118882
vufsw-confidenceintervals-0188-nl,118883,https://app.grasple.com/#/challenge/118883
vufsw-slope-2038,118884,https://app.grasple.com/#/challenge/118884
vufsw-confidenceintervals-0043-en,118885,https://app.grasple.com/#/challenge/118885
vufsw-multiple_linear_regression-1307-nl,118886,https://app.grasple.com/#/challenge/118886
vufsw-simplelinearregression-0330-nl,118887,https://app.grasple.com/#/challenge/118887
vufsw-ancova-2074-nl,118888,https://app.grasple.com/#/challenge/118888
vufsw-mediation-0294-nl,118889,https://app.grasple.com/#/challenge/118889
vufsw-multiple_linear_regression-1207-en,118890,https://app.grasple.com/#/challenge/118890
vufsw-rsquared-0119-nl,118891,https://app.grasple.com/#/challenge/118891
vufsw-regression-1222-en,118892,https://app.grasple.com/#/challenge/118892
vufsw-mediation-2006-nl,118893,https://app.grasple.com/#/challenge/118893
vufsw-mediation-2016-nl,118894,https://app.grasple.com/#/challenge/118894
vufsw-mediation-1366-en,118895,https://app.grasple.com/#/challenge/118895
vufsw-chisquaredforindependence-0168-en,118896,https://app.grasple.com/#/challenge/118896
vufsw-onewayanova-0317-nl,118897,https://app.grasple.com/#/challenge/118897
vufsw-twoway_anova-1378-nl,118898,https://app.grasple.com/#/challenge/118898
vufsw-multiplelinearregression-0281-nl,118899,https://app.grasple.com/#/challenge/118899
vufsw-mixeddesignanova-0308-en,118900,https://app.grasple.com/#/challenge/118900
vufsw-manova-1041-en,118901,https://app.grasple.com/#/challenge/118901
vufsw-slope-2091-nl,118902,https://app.grasple.com/#/challenge/118902
vufsw-pvalue-0019-nl,118903,https://app.grasple.com/#/challenge/118903
vufsw-regression-1255-en,118904,https://app.grasple.com/#/challenge/118904
vufsw-width-1335-nl,118905,https://app.grasple.com/#/challenge/118905
vufsw-chi-squared-1218-en,118906,https://app.grasple.com/#/challenge/118906
vufsw-ancova-2071-nl,118907,https://app.grasple.com/#/challenge/118907
vufsw-r_squared_change-2057-nl,118908,https://app.grasple.com/#/challenge/118908
vufsw-mediation-2013-nl,118909,https://app.grasple.com/#/challenge/118909
vufsw-one_sample_mean-1085-en,118910,https://app.grasple.com/#/challenge/118910
vufsw-mediation-2003-nl,118911,https://app.grasple.com/#/challenge/118911
vufsw-mediation-1369-nl,118912,https://app.grasple.com/#/challenge/118912
vufsw-slope-0107-nl,118913,https://app.grasple.com/#/challenge/118913
vufsw-simplelinearregression-0098-nl,118914,https://app.grasple.com/#/challenge/118914
vufsw-chisquaredforindependence-0086-en,118915,https://app.grasple.com/#/challenge/118915
vufsw-chi-squared-1133-en,118916,https://app.grasple.com/#/challenge/118916
vufsw-onesidedhypothesis-0059-nl,118917,https://app.grasple.com/#/challenge/118917
vufsw-simple_linear_regression-1258-en,118918,https://app.grasple.com/#/challenge/118918
vufsw-mixeddesignanova-0337-en,118919,https://app.grasple.com/#/challenge/118919
vufsw-oneway_anova-1371-nl,118920,https://app.grasple.com/#/challenge/118920
vufsw-marginoferror-1163-en,118921,https://app.grasple.com/#/challenge/118921
vufsw-confidence_intervals-1128-en,118922,https://app.grasple.com/#/challenge/118922
vufsw-manova-0288-nl,118923,https://app.grasple.com/#/challenge/118923
vufsw-chisquaredforindependence-0186-nl,118924,https://app.grasple.com/#/challenge/118924
vufsw-multiplelinearregression-0275-nl,118925,https://app.grasple.com/#/challenge/118925
vufsw-simplelinearregression-0166-nl,118926,https://app.grasple.com/#/challenge/118926
vufsw-criticalvalue-0080-nl,118927,https://app.grasple.com/#/challenge/118927
vufsw-mixed_design_anova-1061-nl,118928,https://app.grasple.com/#/challenge/118928
vufsw-simple_linear_regression-0219-nl,118929,https://app.grasple.com/#/challenge/118929
vufsw-mediation-0298-nl,118930,https://app.grasple.com/#/challenge/118930
vufsw-correlation-1190-nl,118931,https://app.grasple.com/#/challenge/118931
vufsw-cross_tables-1235-en,118932,https://app.grasple.com/#/challenge/118932
vufsw-ancova-0253-nl,118933,https://app.grasple.com/#/challenge/118933
vufsw-mediation-0292-en,118934,https://app.grasple.com/#/challenge/118934
vufsw-independent_samples_means-1380-nl,118935,https://app.grasple.com/#/challenge/118935
vufsw-pairedsamples-0146-nl,118936,https://app.grasple.com/#/challenge/118936
vufsw-slope-2043-nl,118937,https://app.grasple.com/#/challenge/118937
vufsw-t-statistic-1144-en,118938,https://app.grasple.com/#/challenge/118938
vufsw-significancelevel-0212-nl,118939,https://app.grasple.com/#/challenge/118939
vufsw-moderation-0222-nl,118940,https://app.grasple.com/#/challenge/118940
vufsw-manova-1042-nl,118941,https://app.grasple.com/#/challenge/118941
vufsw-width-1181-en,118942,https://app.grasple.com/#/challenge/118942
vufsw-tstatistic-0081-nl,118943,https://app.grasple.com/#/challenge/118943
vufsw-standardized_coefficient-1208-en,118944,https://app.grasple.com/#/challenge/118944
vufsw-confidencelevel-1180-en,118945,https://app.grasple.com/#/challenge/118945
vufsw-sum_of_squares-1053-nl,118946,https://app.grasple.com/#/challenge/118946
vufsw-mediation-1033-en,118947,https://app.grasple.com/#/challenge/118947
vufsw-onewayrepeatedmeasuresanova-0319-nl,118948,https://app.grasple.com/#/challenge/118948
vufsw-r_squared_change-2061-nl,118949,https://app.grasple.com/#/challenge/118949
vufsw-mediation-2025-nl,118950,https://app.grasple.com/#/challenge/118950
vufsw-chi-squared-1158-en,118951,https://app.grasple.com/#/challenge/118951
vufsw-prediction-2058-nl,118952,https://app.grasple.com/#/challenge/118952
vufsw-mixed_design_anova-1062-en,118953,https://app.grasple.com/#/challenge/118953
vufsw-independent_samples_mean-1220-en,118954,https://app.grasple.com/#/challenge/118954
vufsw-width-1271-en,118955,https://app.grasple.com/#/challenge/118955
vufsw-width-1117-en,118956,https://app.grasple.com/#/challenge/118956
vufsw-pvalue-0231-nl,118957,https://app.grasple.com/#/challenge/118957
vufsw-slope-0143-nl,118958,https://app.grasple.com/#/challenge/118958
vufsw-sumofsquares-0003-nl,118959,https://app.grasple.com/#/challenge/118959
vufsw-mixeddesignanova-0324-nl,118960,https://app.grasple.com/#/challenge/118960
vufsw-moderation-1020-en,118961,https://app.grasple.com/#/challenge/118961
vufsw-manova-1067-en,118962,https://app.grasple.com/#/challenge/118962
vufsw-moderation-2036-nl,118963,https://app.grasple.com/#/challenge/118963
vufsw-mediation-0304-nl,118964,https://app.grasple.com/#/challenge/118964
vufsw-significancelevel-0023-nl,118965,https://app.grasple.com/#/challenge/118965
vufsw-confidence_interval-1310-nl,118966,https://app.grasple.com/#/challenge/118966
vufsw-conditional_probability-1086-en,118967,https://app.grasple.com/#/challenge/118967
vufsw-t-statistic-1127-en,118968,https://app.grasple.com/#/challenge/118968
vufsw-mediation-1361-nl,118969,https://app.grasple.com/#/challenge/118969
vufsw-pvalue-0073-nl,118970,https://app.grasple.com/#/challenge/118970
vufsw-ancova-0252-nl,118971,https://app.grasple.com/#/challenge/118971
vufsw-correlation-1191-nl,118972,https://app.grasple.com/#/challenge/118972
vufsw-mediation-0299-nl,118973,https://app.grasple.com/#/challenge/118973
vufsw-chi-squared-1166-en,118974,https://app.grasple.com/#/challenge/118974
vufsw-ancova-2069-nl,118975,https://app.grasple.com/#/challenge/118975
vufsw-confidenceintervals-0228-nl,118976,https://app.grasple.com/#/challenge/118976
vufsw-onewayanova-1285-nl,118977,https://app.grasple.com/#/challenge/118977
vufsw-slope-2089-nl,118978,https://app.grasple.com/#/challenge/118978
vufsw-equation-1095-en,118979,https://app.grasple.com/#/challenge/118979
vufsw-cross_tables-1256-en,118980,https://app.grasple.com/#/challenge/118980
vufsw-confidenceintervals-0185-nl,118981,https://app.grasple.com/#/challenge/118981
vufsw-chisquared-0089-nl,118982,https://app.grasple.com/#/challenge/118982
vufsw-chisquared-0099-nl,118983,https://app.grasple.com/#/challenge/118983
vufsw-equation-1026-nl,118984,https://app.grasple.com/#/challenge/118984
vufsw-manova-1043-nl,118985,https://app.grasple.com/#/challenge/118985
vufsw-chi-squared-1149-en,118986,https://app.grasple.com/#/challenge/118986
vufsw-crosstables-0002-en,118987,https://app.grasple.com/#/challenge/118987
vufsw-manova-0290-nl,118988,https://app.grasple.com/#/challenge/118988
vufsw-prediction-2059-nl,118989,https://app.grasple.com/#/challenge/118989
vufsw-significancelevel-0191-nl,118990,https://app.grasple.com/#/challenge/118990
vufsw-chisquaredforindependence-0045-en,118991,https://app.grasple.com/#/challenge/118991
vufsw-moderation-2045-nl,118992,https://app.grasple.com/#/challenge/118992
vufsw-confidence_intervals-1246-en,118993,https://app.grasple.com/#/challenge/118993
vufsw-mediation-2024-nl,118994,https://app.grasple.com/#/challenge/118994
vufsw-moderation-1021-en,118995,https://app.grasple.com/#/challenge/118995
vufsw-anova_f-test-2068-nl,118996,https://app.grasple.com/#/challenge/118996
vufsw-mediation-0305-nl,118997,https://app.grasple.com/#/challenge/118997
vufsw-prediction-2092-nl,118998,https://app.grasple.com/#/challenge/118998
